ECOsub4rep [09-2015]
 99   1
 22   1   1   2 UNGLLTIG
Liste
Liste[i].wort, Liste[i].istwort,  Liste[i].istpositiv, uspositiv, istmaskiert
 dann 5x: Liste[i].us[j]
 dann: 3x Liste[i].liking[j]
  0  molkate   0  -1   0   0  21  13  22  17   3 -1  -1  -1
  1   botuyn   0  -1   0   0   0  23  11  10   4 -1  -1  -1
  2  pimuide   0  -1   0   0   6   5  24  16  14 -1  -1  -1
  3    noste   0  -1   0   0   1   9  18  15   2 -1  -1  -1
  4    frask   0  -1   0   0  12  20   7   8  19 -1  -1  -1
  5  laumens   0  -1   0   0   7   4  18  21  10 -1  -1  -1
  6    obacu   0  -1   0   1   8   5  13  17   6 -1  -1  -1
  7  furasti   0  -1   0   1  16  24  20   9   2 -1  -1  -1
  8  kiwehon   0  -1   0   1  12  11   3  19   1 -1  -1  -1
  9  umeuken   0  -1   0   1  14  22   0  23  15 -1  -1  -1
 10   schese   0  -1   0   1   5  14   4  20  24 -1  -1  -1
 11   jaciyn   0  -1   0   1  21  15  23  10   0 -1  -1  -1
 12    botsy   0  -1   1   0   4   2   8   1   9 -1  -1  -1
 13    yosud   0  -1   1   0   6  23   0  15  21 -1  -1  -1
 14   hiwawa   0  -1   1   0   3  22  17  20  12 -1  -1  -1
 15  hilejin   0  -1   1   0  16  18   7  24  11 -1  -1  -1
 16    tewok   0  -1   1   0  19  14   5  13  10 -1  -1  -1
 17  sleshen   0  -1   1   0   5  24  12  15  10 -1  -1  -1
 18   ubajec   0  -1   1   1   7  22   3  11  14 -1  -1  -1
 19    medan   0  -1   1   1   2   1  19  17  20 -1  -1  -1
 20  permife   0  -1   1   1   6   4  23   8   9 -1  -1  -1
 21   nalber   0  -1   1   1  13   0  21  16  18 -1  -1  -1
 22   uwimor   0  -1   1   1  17  22   4   0  20 -1  -1  -1
 23  larnist   0  -1   1   1  10   1   3   9  14 -1  -1  -1
US-Bilder
cs, Liste[cs].wort, istpositiv, usnr, Liste[cs].us[us], fn
  0 molkate   0   0  21 l:\stim\ecopd1\bild/neg (22)s (Large).bmp
  0 molkate   0   1  13 l:\stim\ecopd1\bild/neg (14)s (Large).bmp
  0 molkate   0   2  22 l:\stim\ecopd1\bild/neg (23)s (Large).bmp
  0 molkate   0   3  17 l:\stim\ecopd1\bild/neg (18)s (Large).bmp
  0 molkate   0   4   3 l:\stim\ecopd1\bild/neg (4)s (Large).bmp
  1 botuyn   0   0   0 l:\stim\ecopd1\bild/neg (1)s (Large).bmp
  1 botuyn   0   1  23 l:\stim\ecopd1\bild/neg (24)s (Large).bmp
  1 botuyn   0   2  11 l:\stim\ecopd1\bild/neg (12)s (Large).bmp
  1 botuyn   0   3  10 l:\stim\ecopd1\bild/neg (11)s (Large).bmp
  1 botuyn   0   4   4 l:\stim\ecopd1\bild/neg (5)s (Large).bmp
  2 pimuide   0   0   6 l:\stim\ecopd1\bild/neg (7)s (Large).bmp
  2 pimuide   0   1   5 l:\stim\ecopd1\bild/neg (6)s (Large).bmp
  2 pimuide   0   2  24 l:\stim\ecopd1\bild/neg (25)s (Large).bmp
  2 pimuide   0   3  16 l:\stim\ecopd1\bild/neg (17)s (Large).bmp
  2 pimuide   0   4  14 l:\stim\ecopd1\bild/neg (15)s (Large).bmp
  3 noste   0   0   1 l:\stim\ecopd1\bild/neg (2)s (Large).bmp
  3 noste   0   1   9 l:\stim\ecopd1\bild/neg (10)s (Large).bmp
  3 noste   0   2  18 l:\stim\ecopd1\bild/neg (19)s (Large).bmp
  3 noste   0   3  15 l:\stim\ecopd1\bild/neg (16)s (Large).bmp
  3 noste   0   4   2 l:\stim\ecopd1\bild/neg (3)s (Large).bmp
  4 frask   0   0  12 l:\stim\ecopd1\bild/neg (13)s (Large).bmp
  4 frask   0   1  20 l:\stim\ecopd1\bild/neg (21)s (Large).bmp
  4 frask   0   2   7 l:\stim\ecopd1\bild/neg (8)s (Large).bmp
  4 frask   0   3   8 l:\stim\ecopd1\bild/neg (9)s (Large).bmp
  4 frask   0   4  19 l:\stim\ecopd1\bild/neg (20)s (Large).bmp
  5 laumens   0   0   7 l:\stim\ecopd1\bild/neg (8)s (Large).bmp
  5 laumens   0   1   4 l:\stim\ecopd1\bild/neg (5)s (Large).bmp
  5 laumens   0   2  18 l:\stim\ecopd1\bild/neg (19)s (Large).bmp
  5 laumens   0   3  21 l:\stim\ecopd1\bild/neg (22)s (Large).bmp
  5 laumens   0   4  10 l:\stim\ecopd1\bild/neg (11)s (Large).bmp
  6 obacu   0   0   8 l:\stim\ecopd1\bild/neg (9)s (Large).bmp
  6 obacu   0   1   5 l:\stim\ecopd1\bild/neg (6)s (Large).bmp
  6 obacu   0   2  13 l:\stim\ecopd1\bild/neg (14)s (Large).bmp
  6 obacu   0   3  17 l:\stim\ecopd1\bild/neg (18)s (Large).bmp
  6 obacu   0   4   6 l:\stim\ecopd1\bild/neg (7)s (Large).bmp
  7 furasti   0   0  16 l:\stim\ecopd1\bild/neg (17)s (Large).bmp
  7 furasti   0   1  24 l:\stim\ecopd1\bild/neg (25)s (Large).bmp
  7 furasti   0   2  20 l:\stim\ecopd1\bild/neg (21)s (Large).bmp
  7 furasti   0   3   9 l:\stim\ecopd1\bild/neg (10)s (Large).bmp
  7 furasti   0   4   2 l:\stim\ecopd1\bild/neg (3)s (Large).bmp
