ECOPD2 [2012-06]
 57   0
 26   1   1   1 SOWI
Liste
Liste[i].wort, Liste[i].istbild,  Liste[i].uspositiv
 dann 5x: Liste[i].us[j], Liste[i].usdist[j][0], Liste[i].usdist[j][1], Liste[i].usdist[j][2], Liste[i].usdist[j][3], Liste[i].usdist[j][4], Liste[i].usdist[j][5]
 dann: Liste[i].schonangezeigt, Liste[i].testcounter,  Liste[i].liking,  Liste[i].USVALerinnert, Liste[i].USIDerinnert, PDantwort, PDRT, pre, post
 W06.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 111  -1
Mneu15.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 142  -1
Mneu01.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 145  -1
 M16.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 112  -1
 W11.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 121  -1
NW01.bmp   1   1
 44 -   2  39  44  38  19  28
 33 -  33  34  23  49  38  12
 10 -  10  45  18  39   2  24
 42 -  35  42  32  26  11   8
  4 -  29   3   5  46   4  39
  0   0  -1  -1  -1  -1 125  -1
NM02.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 119  -1
Wneu08.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 137  -1
 M02.bmp   1   1
 30 -  30  13  28  20   3  29
  6 -  20  39  32  14   6  29
 15 -  18  42  15  11   5  31
 49 -  47  32  49   1  28   7
 40 -  17   9  18  11  40   5
  0   0  -1  -1  -1  -1 124  -1
Mneu04.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 113  -1
Mneu18.bmp   1   1
 38 -  16   4  13  17  38  36
 18 -   4  19  18  44  36  41
 22 -  14  11   9   7  35  22
 32 -  24  19  41  16  32  29
 27 -  25   5  20   7  21  27
  0   0  -1  -1  -1  -1 122  -1
 M10.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 129  -1
Mneu28.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 112  -1
Mneu07.bmp   1   0
 84 -  73  90  52  98  51  84
 58 -  63  52  50  58  78  70
 65 -  65  62  87  69  70  56
 74 -  78  69  52  74  60  89
 67 -  52  98  87  97  88  67
  0   0  -1  -1  -1  -1 126  -1
Wneu04.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 136  -1
Mneu08.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 133  -1
 M08.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1  57  -1
 M19.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 101  -1
NW04.bmp   1   0
 94 -  84  53  94  71  51  54
 93 -  77  69  56  67  71  93
 80 -  91  70  71  61  80  66
 97 -  90  51  86  66  91  97
 60 -  60  52  98  91  73  87
  0   0  -1  -1  -1  -1 122  -1
 W07.bmp   1   0
 78 -  82  78  75  74  69  76
 66 -  75  84  85  81  66  72
 55 -  74  55  50  89  56  94
 63 -  87  51  64  81  82  63
 54 -  71  54  75  94  98  52
  0   0  -1  -1  -1  -1 123  -1
Mneu10.bmp   1   1
 34 -   5  11  32  49  34  41
 29 -  10  23  29  16  33  42
 14 -  11  14  48  20   1  35
 47 -  47  45  16  38  39  11
 37 -  31  19   1  16  18  37
  0   0  -1  -1  -1  -1 122  -1
 M13.bmp   1   1
  3 -   2   3  28  39  27  44
 41 -  22   1  11  34  41   5
 25 -  38  13  35  49   5  25
 24 -  17  34  45  26  24   7
  9 -   6  35   9  12  40  15
  0   0  -1  -1  -1  -1 121  -1
 W14.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 119  -1
 W03.bmp   1   0
 89 -  91  77  89  78  71  80
 98 -  77  78  84  98  58  69
 79 -  90  79  73  97  76  93
 64 -  64  90  73  75  58  96
 81 -  81  96  84  58  94  78
  0   0  -1  -1  -1  -1 125  -1
 M17.bmp   1   1
 43 -  41  40  19   4  43   9
 26 -  28   6  11   2  21  26
  0 -  21  46   0  38  13  14
 23 -  29  20  44  15  38  23
 36 -  36  12  14  10   4  47
  0   0  -1  -1  -1  -1 124  -1
 M09.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 113  -1
PW05.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1 134  -1
Mneu16.bmp   1  -1
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0 -   0   0   0   0   0   0
  0   0  -1  -1  -1  -1  83  -1
 W21.bmp   1  -1
