ECOPD1 [2012-03]
106   0   1
 23   1   1   1 PSYCHOLOGIE
Liste
Liste[i].wort, Liste[i].istbild,  Liste[i].uspositiv
 dann 5x: Liste[i].us[j], Liste[i].usdist[j][0], Liste[i].usdist[j][1], Liste[i].usdist[j][2], Liste[i].usdist[j][3], Liste[i].usdist[j][4], Liste[i].usdist[j][5]
 dann: Liste[i].schonangezeigt, Liste[i].testcounter,  Liste[i].liking,  Liste[i].USVALerinnert, Liste[i].USIDerinnert
cs9_.bmp   1   0
  1 -   2  20  19  14   1  16
  5 -  23  19   9   6   5  17
  8 -  15   0   8  20  24  12
 21 -  22   4  20  21   7  14
 11 -   7  11  14   2   6   3
  0   0  -1  -1 -1097264426
cs7_.bmp   1   1
 14 -   8   2   1  20  12  14
 24 -  24  20  23   7  11   8
  5 -  15  12   0  23  18   5
 19 -   0  16  12  13  19   6
  3 -  10   4   6   3  17  12
  0   0  -1  -1 -1097264426
cs5_.bmp   1   0
 14 -   4   0   6  20   5  14
 24 -  24  10  20   9  22  11
  7 -   9   7  20   4  16  22
  3 -   6   3  12   4  15  19
  2 -  16  11  17  20  15   2
  0   0  -1  -1 -1097264426
cs2_.bmp   1   0
  4 -   7  13  24   4   6  20
 10 -  23  20  21  19   8  10
 18 -  18  19   2  21  20  12
 15 -  19   5  23  15   7   1
 22 -   2   8  22  14   0  23
  0   0  -1  -1 -1097264426
cs6_.bmp   1   0
  0 -  18   0  15  12  14  22
  9 -   1   9   4  22   8  15
 19 -  20  19  10  14  15  23
 17 -  10  15  17  24  11  21
  6 -  13   6   8  15  14  10
  0   0  -1  -1 -1097264426
cs8_.bmp   1   1
 12 -  23  12   7  16   6   9
 17 -  24  10   3  17  22  21
  4 -   6   4  22   7  14  24
  2 -   2  22   3  20  23   6
 13 -  13  11  16   7   3  23
  0   0  -1  -1 -1097264426
cs1_.bmp   1   1
 11 -  11   4   9  17  24  18
 23 -  23  14   0  17  13   9
 22 -   5  14  22  19   9  16
  7 -   7  17  20  12   6  16
 15 -   9  14  21  15  12  16
  0   0  -1  -1 -1097264426
cs3_.bmp   1   1
 18 -   3  18   9   8   6  23
 21 -   4   1  10   3  13  21
 16 -  16   8  19  10  23  17
  0 -  12   0  13   9   6   8
 20 -  20  10  17  12   2  24
  0   0  -1  -1 -1097264426
cs0_.bmp   1   0
 16 -  14  22   7  16   6   5
 12 -  11  14  12  19   2   7
 13 -  21  18  14   8  11  13
 20 -  20   8   2   3  10  14
 23 -   5  10  11   0  23  15
  0   0  -1  -1 -1097264426
cs4_.bmp   1   1
 10 -  15   2  13  10  17  23
  9 -  17   0  20   5   9  19
  6 -   0   6   3   4  11   7
  8 -  12  24   7  21   8   2
  1 -  14  13   5  17  16   1
  0   0  -1  -1 -1097264426
  botuyn   0   1
