ECOsub3 [07-2012]
  4   0   0
 25   1   1   1 LASSONDERPDAG
Liste
Liste[i].wort, Liste[i].istwort,  Liste[i].istpositiv, uspositiv, istmaskiert
 dann 5x: Liste[i].us[j]
 dann: 3x Liste[i].liking[j]
  0    botsy   0  -1   0   0   2  13  15  24   0 -1  -1  -1
  1    obacu   0  -1   0   0  10  17  12   9  21 -1  -1  -1
  2  laumens   0  -1   0   0  23   5  18  14  16 -1  -1  -1
  3    noste   0  -1   0   0   3   4  20  11  19 -1  -1  -1
  4    medan   0  -1   0   0   8   7   1  22   6 -1  -1  -1
  5   hiwawa   0  -1   0   0  21  23   2  11  10 -1  -1  -1
  6  permife   0  -1   0   1  20   6   7  15  16 -1  -1  -1
  7  sleshen   0  -1   0   1  24   8  13  22   3 -1  -1  -1
  8  umeuken   0  -1   0   1   9   5  19  18  17 -1  -1  -1
  9    tewok   0  -1   0   1  12   1   4  14   0 -1  -1  -1
 10   botuyn   0  -1   0   1  14  19   0  23   5 -1  -1  -1
 11   ubajec   0  -1   0   1  21   9  17  22  12 -1  -1  -1
 12  kiwehon   0  -1   1   0   1  14   7   4   6 -1  -1  -1
 13  larnist   0  -1   1   0  19  13   3   9  15 -1  -1  -1
 14  hilejin   0  -1   1   0  16  17  21   5   8 -1  -1  -1
 15  pimuide   0  -1   1   0   0  18  22  20  12 -1  -1  -1
 16  furasti   0  -1   1   0  10  24   2  23  11 -1  -1  -1
 17   uwimor   0  -1   1   0  20  14  19  12  18 -1  -1  -1
 18    frask   0  -1   1   1  15   0   6  13  24 -1  -1  -1
 19   schese   0  -1   1   1  21   1   5   3   2 -1  -1  -1
 20   jaciyn   0  -1   1   1  17   7  10  23  22 -1  -1  -1
 21    yosud   0  -1   1   1   8   9   4  11  16 -1  -1  -1
 22  molkate   0  -1   1   1   1  11   2  10  14 -1  -1  -1
 23   nalber   0  -1   1   1  22  17  20  15   0 -1  -1  -1
CSs
positiv, cs, Liste[positiv*5+cs].wort, fn
  0   0 botsy 
  0   1 obacu 
  0   2 laumens 
  0   3 noste 
  0   4 medan 
  1   0 hiwawa 
  1   1 permife 
  1   2 sleshen 
  1   3 umeuken 
  1   4 tewok 
US-Bilder
cs, Liste[cs].wort, istpositiv, usnr, Liste[cs].us[us], fn
  0 botsy   0   0   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
  0 botsy   0   1  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
  0 botsy   0   2  15 c:\stim\ecopd1\bild/neg (16)s (Large).bmp
  0 botsy   0   3  24 c:\stim\ecopd1\bild/neg (25)s (Large).bmp
  0 botsy   0   4   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
  1 obacu   0   0  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
  1 obacu   0   1  17 c:\stim\ecopd1\bild/neg (18)s (Large).bmp
  1 obacu   0   2  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
  1 obacu   0   3   9 c:\stim\ecopd1\bild/neg (10)s (Large).bmp
  1 obacu   0   4  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  2 laumens   0   0  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
  2 laumens   0   1   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
  2 laumens   0   2  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
  2 laumens   0   3  14 c:\stim\ecopd1\bild/neg (15)s (Large).bmp
  2 laumens   0   4  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
  3 noste   0   0   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
  3 noste   0   1   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
  3 noste   0   2  20 c:\stim\ecopd1\bild/neg (21)s (Large).bmp
  3 noste   0   3  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
  3 noste   0   4  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
  4 medan   0   0   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
  4 medan   0   1   7 c:\stim\ecopd1\bild/neg (8)s (Large).bmp
  4 medan   0   2   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
  4 medan   0   3  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
  4 medan   0   4   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
  5 hiwawa   0   0  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  5 hiwawa   0   1  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
