ECOsub3 [07-2012]
 40   0   0
 24   2   1   2 STUDENT
Liste
Liste[i].wort, Liste[i].istwort,  Liste[i].istpositiv, uspositiv, istmaskiert
 dann 5x: Liste[i].us[j]
 dann: 3x Liste[i].liking[j]
  0   schese   0  -1   0   0   3   6  23   2  21 -1  -1  -1
  1   hiwawa   0  -1   0   0  16  24  19   8   1 -1  -1  -1
  2  sleshen   0  -1   0   0   9  13   7   4   5 -1  -1  -1
  3    frask   0  -1   0   0  15  18  17   0  22 -1  -1  -1
  4  kiwehon   0  -1   0   0  10  20  11  12  14 -1  -1  -1
  5    botsy   0  -1   0   0   2   7   6   8  14 -1  -1  -1
  6  pimuide   0  -1   0   1  19  21   3  17  15 -1  -1  -1
  7    medan   0  -1   0   1  13  12  18  22   4 -1  -1  -1
  8  umeuken   0  -1   0   1   0  24   1  23  10 -1  -1  -1
  9    tewok   0  -1   0   1   9  16  11   5  20 -1  -1  -1
 10    obacu   0  -1   0   1  20  17  22  21  13 -1  -1  -1
 11  hilejin   0  -1   0   1  15   6  19  14  10 -1  -1  -1
 12   jaciyn   0  -1   1   0  12  13   3  21  16 -1  -1  -1
 13    yosud   0  -1   1   0  22  17  23  20   0 -1  -1  -1
 14  permife   0  -1   1   0  14   2  10   8  11 -1  -1  -1
 15  larnist   0  -1   1   0  15  24  18   5   4 -1  -1  -1
 16   uwimor   0  -1   1   0   1  19   7   6   9 -1  -1  -1
 17    noste   0  -1   1   0  21   7  18   1  10 -1  -1  -1
 18  furasti   0  -1   1   1  17  12  14  22  16 -1  -1  -1
 19  laumens   0  -1   1   1  23   0  19   3  11 -1  -1  -1
 20   nalber   0  -1   1   1   9  24  20   6   5 -1  -1  -1
 21  molkate   0  -1   1   1   2   4   8  13  15 -1  -1  -1
 22   ubajec   0  -1   1   1  16  12  20   5  19 -1  -1  -1
 23   botuyn   0  -1   1   1   4  22  11   0  23 -1  -1  -1
CSs
positiv, cs, Liste[positiv*5+cs].wort, fn
  0   0 schese 
  0   1 hiwawa 
  0   2 sleshen 
  0   3 frask 
  0   4 kiwehon 
  1   0 botsy 
  1   1 pimuide 
  1   2 medan 
  1   3 umeuken 
  1   4 tewok 
US-Bilder
cs, Liste[cs].wort, istpositiv, usnr, Liste[cs].us[us], fn
  0 schese   0   0   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
  0 schese   0   1   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
  0 schese   0   2  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
  0 schese   0   3   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
  0 schese   0   4  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  1 hiwawa   0   0  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
  1 hiwawa   0   1  24 c:\stim\ecopd1\bild/neg (25)s (Large).bmp
  1 hiwawa   0   2  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
  1 hiwawa   0   3   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
  1 hiwawa   0   4   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
  2 sleshen   0   0   9 c:\stim\ecopd1\bild/neg (10)s (Large).bmp
  2 sleshen   0   1  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
  2 sleshen   0   2   7 c:\stim\ecopd1\bild/neg (8)s (Large).bmp
  2 sleshen   0   3   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
  2 sleshen   0   4   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
  3 frask   0   0  15 c:\stim\ecopd1\bild/neg (16)s (Large).bmp
  3 frask   0   1  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
  3 frask   0   2  17 c:\stim\ecopd1\bild/neg (18)s (Large).bmp
  3 frask   0   3   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
  3 frask   0   4  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
  4 kiwehon   0   0  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
  4 kiwehon   0   1  20 c:\stim\ecopd1\bild/neg (21)s (Large).bmp
  4 kiwehon   0   2  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
  4 kiwehon   0   3  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
  4 kiwehon   0   4  14 c:\stim\ecopd1\bild/neg (15)s (Large).bmp
  5 botsy   0   0   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
