ECOsub4 [12-2012]
 98   2
 22   1   1   1 PSYCHOLOGIE
Liste
Liste[i].wort, Liste[i].istwort,  Liste[i].istpositiv, uspositiv, istmaskiert
 dann 5x: Liste[i].us[j]
 dann: 3x Liste[i].liking[j]
  0    medan   0  -1   0   0  12  20   1   8  15 -1  -1  -1
  1  sleshen   0  -1   0   0   9  23   2  22  16 -1  -1  -1
  2   uwimor   0  -1   0   0  13   5   3  18  21 -1  -1  -1
  3   schese   0  -1   0   0   4   6   0  10  24 -1  -1  -1
  4  molkate   0  -1   0   0   7  11  19  17  14 -1  -1  -1
  5  permife   0  -1   0   0  16   1  15   9  24 -1  -1  -1
  6   ubajec   0  -1   0   1  18  23  21   4  10 -1  -1  -1
  7  umeuken   0  -1   0   1   5   8  14  13  20 -1  -1  -1
  8    obacu   0  -1   0   1  19   2   0   6  22 -1  -1  -1
  9  larnist   0  -1   0   1   3  17  11   7  12 -1  -1  -1
 10   botuyn   0  -1   0   1  10  23   3   6  18 -1  -1  -1
 11  kiwehon   0  -1   0   1  22  14  12   2  17 -1  -1  -1
 12   jaciyn   0  -1   1   0   8  23   4  16  20 -1  -1  -1
 13  pimuide   0  -1   1   0  24  11   0  12  14 -1  -1  -1
 14    frask   0  -1   1   0   3   7  19  21   5 -1  -1  -1
 15    yosud   0  -1   1   0   6  17   2  22   9 -1  -1  -1
 16   hiwawa   0  -1   1   0  18   1  13  10  15 -1  -1  -1
 17   nalber   0  -1   1   0  11   6  10  16  14 -1  -1  -1
 18  laumens   0  -1   1   1  19  24  22   7   1 -1  -1  -1
 19    botsy   0  -1   1   1   3   9  13   0  17 -1  -1  -1
 20    noste   0  -1   1   1   4   8  15  12  18 -1  -1  -1
 21  furasti   0  -1   1   1   5  21  23  20   2 -1  -1  -1
 22  hilejin   0  -1   1   1  17   6   7   8  12 -1  -1  -1
 23    tewok   0  -1   1   1  23   5  14   4   2 -1  -1  -1
US-Bilder
cs, Liste[cs].wort, istpositiv, usnr, Liste[cs].us[us], fn
  0 medan   0   0  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
  0 medan   0   1  20 c:\stim\ecopd1\bild/neg (21)s (Large).bmp
  0 medan   0   2   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
  0 medan   0   3   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
  0 medan   0   4  15 c:\stim\ecopd1\bild/neg (16)s (Large).bmp
  1 sleshen   0   0   9 c:\stim\ecopd1\bild/neg (10)s (Large).bmp
  1 sleshen   0   1  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
  1 sleshen   0   2   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
  1 sleshen   0   3  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
  1 sleshen   0   4  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
  2 uwimor   0   0  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
  2 uwimor   0   1   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
  2 uwimor   0   2   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
  2 uwimor   0   3  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
  2 uwimor   0   4  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  3 schese   0   0   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
  3 schese   0   1   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
  3 schese   0   2   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
  3 schese   0   3  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
  3 schese   0   4  24 c:\stim\ecopd1\bild/neg (25)s (Large).bmp
  4 molkate   0   0   7 c:\stim\ecopd1\bild/neg (8)s (Large).bmp
  4 molkate   0   1  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
  4 molkate   0   2  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
  4 molkate   0   3  17 c:\stim\ecopd1\bild/neg (18)s (Large).bmp
  4 molkate   0   4  14 c:\stim\ecopd1\bild/neg (15)s (Large).bmp
  5 permife   0   0  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
  5 permife   0   1   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
  5 permife   0   2  15 c:\stim\ecopd1\bild/neg (16)s (Large).bmp
  5 permife   0   3   9 c:\stim\ecopd1\bild/neg (10)s (Large).bmp
  5 permife   0   4  24 c:\stim\ecopd1\bild/neg (25)s (Large).bmp
  6 ubajec   0   0  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
  6 ubajec   0   1  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
  6 ubajec   0   2  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  6 ubajec   0   3   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
  6 ubajec   0   4  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
  7 umeuken   0   0   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
  7 umeuken   0   1   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
  7 umeuken   0   2  14 c:\stim\ecopd1\bild/neg (15)s (Large).bmp
  7 umeuken   0   3  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
  7 umeuken   0   4  20 c:\stim\ecopd1\bild/neg (21)s (Large).bmp
  8 obacu   0   0  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
  8 obacu   0   1   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
  8 obacu   0   2   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
  8 obacu   0   3   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
  8 obacu   0   4  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
  9 larnist   0   0   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
  9 larnist   0   1  17 c:\stim\ecopd1\bild/neg (18)s (Large).bmp
  9 larnist   0   2  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
  9 larnist   0   3   7 c:\stim\ecopd1\bild/neg (8)s (Large).bmp
  9 larnist   0   4  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
 10 botuyn   0   0  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
 10 botuyn   0   1  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
 10 botuyn   0   2   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
 10 botuyn   0   3   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
 10 botuyn   0   4  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
 11 kiwehon   0   0  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
