ECOsub4 [12-2012]
 88   1
 22   2   1   1 NSDF
Liste
Liste[i].wort, Liste[i].istwort,  Liste[i].istpositiv, uspositiv, istmaskiert
 dann 5x: Liste[i].us[j]
 dann: 3x Liste[i].liking[j]
  0    tewok   0  -1   0   0  13  17   0   1  18 -1  -1  -1
  1    botsy   0  -1   0   0  11   4  14   8  21 -1  -1  -1
  2   uwimor   0  -1   0   0  24   2  19   3  22 -1  -1  -1
  3  furasti   0  -1   0   0   7   5  23  20  12 -1  -1  -1
  4  molkate   0  -1   0   0   9  10  16  15   6 -1  -1  -1
  5   nalber   0  -1   0   0   8  19  15  23  14 -1  -1  -1
  6    frask   0  -1   0   1   7   3  13   0  16 -1  -1  -1
  7  laumens   0  -1   0   1  12  22  11   4   2 -1  -1  -1
  8    obacu   0  -1   0   1   1   9  10  21  18 -1  -1  -1
  9    medan   0  -1   0   1  17   6  24   5  20 -1  -1  -1
 10  sleshen   0  -1   0   1  23   5   3  20  12 -1  -1  -1
 11   jaciyn   0  -1   0   1   0   2  11  18  10 -1  -1  -1
 12    noste   0  -1   1   0  22   6  24  21   0 -1  -1  -1
 13   schese   0  -1   1   0  13  14   3   8  15 -1  -1  -1
 14  pimuide   0  -1   1   0   5  18  23  16  17 -1  -1  -1
 15   hiwawa   0  -1   1   0  19   9  12   2  20 -1  -1  -1
 16  permife   0  -1   1   0   4  10   1   7  11 -1  -1  -1
 17  hilejin   0  -1   1   0   4  11   2  21  10 -1  -1  -1
 18  umeuken   0  -1   1   1  16  17   7   9  24 -1  -1  -1
 19    yosud   0  -1   1   1   5  15   8  12   6 -1  -1  -1
 20   ubajec   0  -1   1   1  18   1  13  14  22 -1  -1  -1
 21   botuyn   0  -1   1   1   0   3  19  23  20 -1  -1  -1
 22  larnist   0  -1   1   1   8  12   9  20  22 -1  -1  -1
 23  kiwehon   0  -1   1   1  16  14  18  23   6 -1  -1  -1
US-Bilder
cs, Liste[cs].wort, istpositiv, usnr, Liste[cs].us[us], fn
  0 tewok   0   0  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
  0 tewok   0   1  17 c:\stim\ecopd1\bild/neg (18)s (Large).bmp
  0 tewok   0   2   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
  0 tewok   0   3   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
  0 tewok   0   4  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
  1 botsy   0   0  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
  1 botsy   0   1   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
  1 botsy   0   2  14 c:\stim\ecopd1\bild/neg (15)s (Large).bmp
  1 botsy   0   3   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
  1 botsy   0   4  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  2 uwimor   0   0  24 c:\stim\ecopd1\bild/neg (25)s (Large).bmp
  2 uwimor   0   1   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
  2 uwimor   0   2  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
  2 uwimor   0   3   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
  2 uwimor   0   4  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
  3 furasti   0   0   7 c:\stim\ecopd1\bild/neg (8)s (Large).bmp
  3 furasti   0   1   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
  3 furasti   0   2  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
  3 furasti   0   3  20 c:\stim\ecopd1\bild/neg (21)s (Large).bmp
  3 furasti   0   4  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
  4 molkate   0   0   9 c:\stim\ecopd1\bild/neg (10)s (Large).bmp
  4 molkate   0   1  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
  4 molkate   0   2  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
